caregiver_id,caregiver_tenure_months,scheduled_duration_min,actual_duration_min,duration_deviation_min,arrival_deviation_min,tasks_assigned,tasks_completed,task_completion_rate,has_signature,entry_method,gps_mismatch_km,day_of_week,is_weekend,needs_manual_review
30,16,60,78.0,18.0,-1.0,6,5,0.833,1,paper,0.0,5,1,0
62,11,60,71.0,11.0,3.0,4,3,0.75,1,mobile_app,0.62,1,0,0
82,55,30,27.0,-3.0,1.0,5,4,0.8,1,mobile_app,1.24,3,0,0
73,56,90,84.0,-6.0,-1.0,3,3,1.0,1,mobile_app,0.63,2,0,0
39,45,60,68.0,8.0,-3.0,6,4,0.667,1,mobile_app,0.8,6,1,0
48,15,60,43.0,-17.0,-1.0,2,1,0.5,1,mobile_app,0.35,6,1,1
58,37,60,71.0,11.0,-1.0,2,1,0.5,1,mobile_app,1.13,5,1,1
5,40,120,124.0,4.0,11.0,6,5,0.833,1,paper,0.0,1,0,0
88,52,90,90.0,0.0,-1.0,3,2,0.667,1,paper,0.0,0,0,1
12,10,120,125.0,5.0,3.0,3,2,0.667,1,mobile_app,0.38,3,0,1
56,44,120,123.0,3.0,2.0,5,3,0.6,1,mobile_app,0.49,4,0,1
79,12,120,118.0,-2.0,14.0,3,2,0.667,1,mobile_app,0.48,5,1,1
10,34,60,71.0,11.0,-5.0,5,3,0.6,1,mobile_app,0.3,5,1,1
120,52,60,66.0,6.0,4.0,4,3,0.75,1,mobile_app,0.7,1,0,0
46,4,60,62.0,2.0,-2.0,5,4,0.8,0,mobile_app,0.0,2,0,0
2,9,60,52.0,-8.0,26.0,2,1,0.5,1,mobile_app,1.39,6,1,1
80,48,90,96.0,6.0,1.0,5,3,0.6,1,paper,0.0,4,0,1
67,2,30,10.0,-20.0,-14.0,3,2,0.667,1,mobile_app,0.41,6,1,1
77,41,30,33.0,3.0,-1.0,4,3,0.75,1,mobile_app,0.2,1,0,0
91,30,90,96.0,6.0,9.0,6,4,0.667,1,paper,0.0,1,0,1
58,21,30,22.0,-8.0,1.0,4,3,0.75,1,mobile_app,0.79,4,0,0
100,51,30,34.0,4.0,-0.0,2,1,0.5,1,mobile_app,0.53,3,0,1
45,51,30,30.0,0.0,3.0,4,3,0.75,1,mobile_app,1.25,6,1,0
66,20,90,84.0,-6.0,-3.0,3,2,0.667,0,mobile_app,0.08,0,0,1
20,1,30,44.0,14.0,-2.0,4,3,0.75,1,mobile_app,0.15,4,0,0
75,8,30,16.0,-14.0,-10.0,3,2,0.667,1,paper,0.0,6,1,0
32,7,60,71.0,11.0,19.0,5,4,0.8,1,mobile_app,0.75,3,0,0
84,58,90,83.0,-7.0,-4.0,3,2,0.667,1,paper,0.0,0,0,1
97,36,60,62.0,2.0,1.0,4,3,0.75,1,mobile_app,0.24,0,0,0
104,40,30,30.0,0.0,3.0,6,5,0.833,1,mobile_app,0.19,2,0,0
112,14,120,114.0,-6.0,-0.0,5,3,0.6,1,mobile_app,0.63,5,1,1
15,51,120,122.0,2.0,-4.0,5,4,0.8,1,mobile_app,0.01,4,0,0
17,43,60,60.0,0.0,-5.0,5,4,0.8,1,paper,0.0,0,0,0
112,45,60,66.0,6.0,2.0,6,5,0.833,1,mobile_app,0.27,4,0,0
46,28,60,65.0,5.0,-6.0,6,5,0.833,1,paper,0.0,6,1,0
4,42,90,93.0,3.0,-10.0,6,4,0.667,1,mobile_app,0.81,4,0,1
35,33,60,62.0,2.0,3.0,3,1,0.333,1,paper,0.0,1,0,0
101,23,120,115.0,-5.0,-7.0,5,4,0.8,1,mobile_app,0.16,0,0,0
43,36,90,88.0,-2.0,4.0,6,4,0.667,1,mobile_app,0.34,3,0,1
10,20,60,63.0,3.0,-2.0,4,2,0.5,1,paper,0.0,5,1,1
87,57,30,29.0,-1.0,-1.0,2,2,1.0,1,mobile_app,0.11,6,1,0
24,43,120,126.0,6.0,0.0,4,3,0.75,1,paper,0.0,5,1,0
43,44,90,91.0,1.0,-5.0,3,2,0.667,1,mobile_app,0.51,3,0,0
1,43,90,92.0,2.0,-4.0,5,4,0.8,1,mobile_app,0.52,3,0,0
73,27,30,17.0,-13.0,-2.0,6,5,0.833,1,mobile_app,1.43,1,0,0
54,57,90,93.0,3.0,-3.0,5,4,0.8,1,mobile_app,0.86,5,1,0
105,13,90,83.0,-7.0,7.0,4,3,0.75,1,mobile_app,1.44,4,0,0
41,34,120,112.0,-8.0,-2.0,4,3,0.75,0,paper,0.0,0,0,1
25,5,60,82.0,22.0,-16.0,4,3,0.75,1,mobile_app,0.2,2,0,0
20,18,60,68.0,8.0,-5.0,4,3,0.75,1,paper,0.0,1,0,0
25,34,60,67.0,7.0,1.0,3,2,0.667,1,mobile_app,0.51,6,1,1
55,29,90,94.0,4.0,-3.0,5,4,0.8,1,mobile_app,0.03,0,0,0
11,56,120,120.0,0.0,1.0,3,2,0.667,1,mobile_app,0.36,3,0,0
49,37,60,58.0,-2.0,3.0,2,1,0.5,1,paper,0.0,2,0,1
103,25,60,67.0,7.0,19.0,6,5,0.833,1,mobile_app,0.3,6,1,1
93,26,30,40.0,10.0,9.0,4,3,0.75,1,paper,0.0,1,0,0
77,37,90,90.0,0.0,-10.0,4,3,0.75,1,mobile_app,0.57,6,1,0
108,47,120,130.0,10.0,-2.0,4,3,0.75,1,mobile_app,0.25,1,0,0
94,17,30,28.0,-2.0,-2.0,2,1,0.5,1,paper,0.0,0,0,1
79,35,60,50.0,-10.0,4.0,4,2,0.5,1,mobile_app,0.74,2,0,0
104,34,120,107.0,-13.0,-6.0,4,3,0.75,1,mobile_app,0.97,3,0,0
15,1,60,36.0,-24.0,-6.0,4,3,0.75,1,mobile_app,0.56,4,0,0
99,54,60,59.0,-1.0,-4.0,2,2,1.0,1,mobile_app,0.24,3,0,0
36,34,60,58.0,-2.0,-4.0,5,4,0.8,1,paper,0.0,3,0,0
88,15,60,68.0,8.0,-5.0,5,3,0.6,1,mobile_app,0.17,2,0,0
110,38,30,30.0,0.0,-2.0,5,4,0.8,1,mobile_app,0.09,5,1,0
60,40,90,95.0,5.0,-6.0,4,3,0.75,1,mobile_app,0.51,3,0,0
11,55,60,60.0,0.0,3.0,3,2,0.667,1,mobile_app,0.28,2,0,0
45,3,90,90.0,0.0,5.0,6,5,0.833,1,paper,0.0,0,0,0
49,25,90,85.0,-5.0,-11.0,3,2,0.667,1,mobile_app,1.19,2,0,0
113,11,30,47.0,17.0,0.0,4,3,0.75,1,paper,0.0,3,0,0
114,34,60,48.0,-12.0,-10.0,2,1,0.5,1,mobile_app,0.15,0,0,0
69,30,60,63.0,3.0,9.0,2,1,0.5,1,mobile_app,0.83,5,1,0
115,29,30,28.0,-2.0,12.0,2,1,0.5,1,mobile_app,0.58,5,1,0
53,58,90,93.0,3.0,-0.0,4,3,0.75,1,paper,0.0,1,0,1
50,32,30,30.0,0.0,-6.0,3,2,0.667,1,mobile_app,1.01,4,0,0
101,25,90,90.0,0.0,-5.0,3,2,0.667,1,mobile_app,0.47,0,0,0
81,4,60,56.0,-4.0,-5.0,5,4,0.8,1,mobile_app,0.63,0,0,0
63,18,30,45.0,15.0,-1.0,5,4,0.8,1,paper,0.0,4,0,0
55,53,60,60.0,0.0,4.0,5,3,0.6,1,mobile_app,0.46,1,0,1
85,27,60,78.0,18.0,7.0,6,4,0.667,1,mobile_app,0.78,6,1,1
91,54,90,91.0,1.0,3.0,3,2,0.667,1,mobile_app,0.04,1,0,1
59,32,90,90.0,0.0,1.0,5,3,0.6,1,mobile_app,1.13,4,0,0
4,33,30,29.0,-1.0,-7.0,6,4,0.667,1,mobile_app,0.4,2,0,0
13,26,90,95.0,5.0,-6.0,3,2,0.667,1,mobile_app,0.29,0,0,1
18,33,90,85.0,-5.0,0.0,3,2,0.667,1,mobile_app,0.35,0,0,0
56,4,60,62.0,2.0,-14.0,4,3,0.75,1,mobile_app,0.54,0,0,0
74,4,30,30.0,0.0,3.0,5,4,0.8,1,mobile_app,0.43,5,1,0
97,29,60,63.0,3.0,6.0,2,1,0.5,1,mobile_app,1.08,6,1,0
28,36,30,33.0,3.0,3.0,4,3,0.75,1,paper,0.0,2,0,0
95,33,120,123.0,3.0,3.0,3,2,0.667,1,mobile_app,0.19,1,0,0
80,26,60,61.0,1.0,-14.0,5,4,0.8,1,mobile_app,0.59,6,1,0
7,18,60,77.0,17.0,12.0,3,2,0.667,1,mobile_app,0.34,2,0,1
43,42,90,93.0,3.0,-8.0,3,3,1.0,1,mobile_app,0.53,1,0,0
37,36,60,79.0,19.0,-1.0,3,2,0.667,1,mobile_app,0.37,3,0,0
107,3,90,91.0,1.0,7.0,2,1,0.5,1,mobile_app,0.74,2,0,1
111,27,30,39.0,9.0,3.0,5,4,0.8,1,mobile_app,0.31,2,0,0
99,42,60,56.0,-4.0,-6.0,3,2,0.667,1,paper,0.0,6,1,1
64,47,30,37.0,7.0,-5.0,4,3,0.75,1,paper,0.0,5,1,0
60,17,60,52.0,-8.0,3.0,5,4,0.8,1,mobile_app,0.01,1,0,0
38,55,60,62.0,2.0,2.0,5,4,0.8,1,mobile_app,0.9,4,0,0
93,39,90,88.0,-2.0,-6.0,6,4,0.667,1,mobile_app,0.43,5,1,0
11,26,90,94.0,4.0,3.0,2,1,0.5,1,mobile_app,1.45,3,0,1
33,38,90,88.0,-2.0,-9.0,5,4,0.8,1,mobile_app,0.11,1,0,0
17,52,30,27.0,-3.0,2.0,3,2,0.667,1,mobile_app,0.24,3,0,1
60,14,120,117.0,-3.0,-9.0,5,4,0.8,1,mobile_app,0.42,3,0,0
36,9,30,49.0,19.0,1.0,3,1,0.333,1,mobile_app,0.07,1,0,1
24,26,90,94.0,4.0,-1.0,2,1,0.5,1,paper,0.0,6,1,1
46,5,90,73.0,-17.0,13.0,6,4,0.667,1,mobile_app,0.75,0,0,1
104,50,60,65.0,5.0,1.0,5,4,0.8,1,mobile_app,0.77,1,0,0
67,58,60,57.0,-3.0,-2.0,3,2,0.667,1,mobile_app,0.19,0,0,1
99,36,90,95.0,5.0,2.0,6,2,0.333,1,mobile_app,0.78,0,0,0
110,58,90,92.0,2.0,6.0,4,3,0.75,1,mobile_app,0.14,2,0,0
109,5,30,38.0,8.0,8.0,4,3,0.75,1,mobile_app,0.62,1,0,0
43,38,90,103.0,13.0,-0.0,3,2,0.667,1,mobile_app,1.25,5,1,1
106,27,30,23.0,-7.0,-6.0,4,3,0.75,1,mobile_app,0.39,1,0,0
110,17,60,67.0,7.0,-6.0,6,5,0.833,0,mobile_app,0.98,1,0,0
116,19,90,103.0,13.0,6.0,2,1,0.5,1,mobile_app,0.08,2,0,1
43,33,90,85.0,-5.0,-6.0,4,3,0.75,1,paper,0.0,0,0,0
28,38,60,55.0,-5.0,0.0,2,1,0.5,1,mobile_app,0.02,5,1,1
71,10,60,56.0,-4.0,15.0,2,1,0.5,0,mobile_app,0.33,5,1,1
112,37,60,62.0,2.0,1.0,2,1,0.5,1,mobile_app,1.18,0,0,0
109,55,60,55.0,-5.0,-3.0,3,2,0.667,1,mobile_app,0.5,4,0,0
69,1,60,68.0,8.0,26.0,5,4,0.8,0,mobile_app,0.54,4,0,1
18,52,60,54.0,-6.0,6.0,5,5,1.0,1,paper,0.0,6,1,0
51,36,90,99.0,9.0,3.0,5,4,0.8,1,mobile_app,0.81,5,1,0
86,21,60,65.0,5.0,11.0,2,1,0.5,1,paper,0.0,6,1,1
68,44,60,71.0,11.0,-1.0,2,1,0.5,1,mobile_app,0.02,5,1,0
42,37,60,65.0,5.0,4.0,6,5,0.833,1,mobile_app,1.42,4,0,0
42,46,30,28.0,-2.0,-2.0,6,6,1.0,1,mobile_app,0.44,6,1,0
8,5,60,49.0,-11.0,-15.0,5,4,0.8,1,mobile_app,0.1,4,0,1
35,4,60,63.0,3.0,29.0,6,4,0.667,1,mobile_app,0.61,5,1,1
81,38,60,60.0,0.0,-8.0,6,5,0.833,1,mobile_app,1.09,3,0,0
29,18,60,73.0,13.0,3.0,4,3,0.75,1,mobile_app,0.53,0,0,0
120,15,60,49.0,-11.0,3.0,4,3,0.75,0,mobile_app,0.52,4,0,1
10,25,120,139.0,19.0,4.0,6,5,0.833,1,paper,0.0,1,0,0
71,43,60,67.0,7.0,-0.0,5,5,1.0,1,mobile_app,0.37,3,0,0
60,11,60,58.0,-2.0,-1.0,6,5,0.833,1,paper,0.0,5,1,0
100,58,30,36.0,6.0,0.0,3,2,0.667,0,mobile_app,0.61,6,1,1
107,25,30,23.0,-7.0,4.0,3,2,0.667,1,mobile_app,0.09,1,0,1
66,9,60,63.0,3.0,-0.0,5,3,0.6,0,mobile_app,0.11,6,1,1
76,5,90,73.0,-17.0,-1.0,6,5,0.833,1,paper,0.0,1,0,0
84,51,30,38.0,8.0,-5.0,5,5,1.0,1,mobile_app,1.17,5,1,0
63,7,60,39.0,-21.0,22.0,4,3,0.75,1,mobile_app,0.25,5,1,0
23,25,60,46.0,-14.0,4.0,2,1,0.5,1,mobile_app,0.55,4,0,1
52,40,60,56.0,-4.0,1.0,2,1,0.5,1,mobile_app,0.71,3,0,0
29,31,120,131.0,11.0,-4.0,3,2,0.667,1,mobile_app,0.15,4,0,0
56,16,60,71.0,11.0,-9.0,3,1,0.333,1,mobile_app,1.2,2,0,0
74,7,30,32.0,2.0,9.0,5,4,0.8,1,mobile_app,0.41,0,0,1
26,42,60,66.0,6.0,-1.0,5,4,0.8,1,mobile_app,0.84,3,0,0
30,29,30,29.0,-1.0,4.0,3,2,0.667,1,mobile_app,0.62,0,0,1
99,3,30,36.0,6.0,-16.0,6,5,0.833,1,mobile_app,0.96,1,0,1
46,11,60,80.0,20.0,16.0,3,2,0.667,1,mobile_app,0.05,6,1,1
24,34,60,58.0,-2.0,6.0,4,3,0.75,1,mobile_app,0.17,0,0,0
86,10,30,20.0,-10.0,-1.0,4,2,0.5,1,mobile_app,0.47,0,0,0
86,24,90,95.0,5.0,4.0,4,3,0.75,1,mobile_app,0.19,6,1,0
100,8,60,69.0,9.0,8.0,2,1,0.5,1,mobile_app,0.85,5,1,0
92,48,30,31.0,1.0,-5.0,3,2,0.667,1,mobile_app,0.42,2,0,0
120,38,120,127.0,7.0,10.0,5,4,0.8,1,mobile_app,0.36,0,0,0
69,47,60,59.0,-1.0,2.0,6,6,1.0,1,mobile_app,0.36,3,0,0
35,4,120,122.0,2.0,-8.0,4,3,0.75,1,mobile_app,0.62,6,1,0
104,23,120,124.0,4.0,-9.0,2,1,0.5,1,mobile_app,0.56,0,0,0
32,16,60,63.0,3.0,9.0,6,5,0.833,1,mobile_app,0.0,6,1,0
35,37,60,71.0,11.0,1.0,4,2,0.5,1,paper,0.0,1,0,1
100,49,90,92.0,2.0,2.0,4,3,0.75,1,mobile_app,0.49,6,1,0
106,14,60,56.0,-4.0,0.0,4,3,0.75,1,mobile_app,0.28,0,0,0
41,46,60,63.0,3.0,-4.0,6,4,0.667,1,mobile_app,0.13,1,0,0
88,35,60,67.0,7.0,3.0,2,1,0.5,1,mobile_app,1.18,0,0,1
111,49,60,64.0,4.0,-1.0,3,2,0.667,1,mobile_app,0.47,3,0,1
96,5,120,130.0,10.0,-0.0,6,5,0.833,1,mobile_app,0.34,4,0,0
1,59,90,85.0,-5.0,7.0,3,2,0.667,1,paper,0.0,0,0,0
80,26,120,97.0,-23.0,7.0,6,5,0.833,1,paper,0.0,0,0,1
21,17,90,104.0,14.0,8.0,3,2,0.667,1,paper,0.0,0,0,1
102,11,90,95.0,5.0,28.0,4,3,0.75,1,mobile_app,0.39,3,0,0
9,59,60,60.0,0.0,1.0,2,1,0.5,1,paper,0.0,3,0,1
120,53,120,123.0,3.0,0.0,5,4,0.8,1,mobile_app,0.5,4,0,0
22,8,120,145.0,25.0,-7.0,3,2,0.667,1,mobile_app,1.14,6,1,1
51,27,90,103.0,13.0,-3.0,6,5,0.833,1,paper,0.0,2,0,0
29,44,90,95.0,5.0,-10.0,2,1,0.5,0,paper,0.0,4,0,1
98,35,60,53.0,-7.0,5.0,2,1,0.5,1,mobile_app,1.42,1,0,1
48,12,60,51.0,-9.0,-13.0,4,2,0.5,0,paper,0.0,2,0,1
90,22,120,96.0,-24.0,8.0,2,1,0.5,0,paper,0.0,1,0,1
9,22,30,36.0,6.0,-0.0,3,2,0.667,1,mobile_app,0.02,1,0,0
55,18,60,72.0,12.0,1.0,5,4,0.8,1,mobile_app,0.06,1,0,0
110,57,60,64.0,4.0,-0.0,4,4,1.0,1,mobile_app,1.76,0,0,0
112,12,60,68.0,8.0,14.0,4,3,0.75,1,paper,0.0,2,0,0
26,42,60,59.0,-1.0,6.0,2,2,1.0,1,mobile_app,0.23,0,0,0
48,54,60,58.0,-2.0,-0.0,5,5,1.0,1,mobile_app,0.07,2,0,0
50,47,30,26.0,-4.0,-4.0,2,1,0.5,1,mobile_app,0.36,0,0,0
68,48,60,59.0,-1.0,4.0,4,3,0.75,1,mobile_app,0.02,2,0,0
65,10,60,48.0,-12.0,-10.0,5,3,0.6,1,mobile_app,0.57,5,1,0
13,8,30,52.0,22.0,-17.0,5,4,0.8,1,mobile_app,0.22,1,0,0
92,47,90,83.0,-7.0,2.0,3,2,0.667,1,paper,0.0,0,0,1
28,45,60,59.0,-1.0,5.0,2,1,0.5,1,mobile_app,0.44,1,0,1
38,44,60,49.0,-11.0,-2.0,6,4,0.667,1,paper,0.0,2,0,0
101,25,60,63.0,3.0,3.0,3,2,0.667,1,paper,0.0,4,0,1
83,31,60,60.0,0.0,-3.0,4,2,0.5,1,mobile_app,0.33,4,0,1
48,1,120,115.0,-5.0,9.0,3,2,0.667,1,mobile_app,0.53,0,0,0
110,18,30,20.0,-10.0,10.0,2,1,0.5,1,mobile_app,0.31,6,1,1
48,32,60,60.0,0.0,-2.0,4,3,0.75,1,paper,0.0,3,0,0
68,8,90,83.0,-7.0,-11.0,4,3,0.75,1,mobile_app,0.45,2,0,0
30,8,30,28.0,-2.0,-16.0,5,4,0.8,1,paper,0.0,6,1,0
22,3,90,117.0,27.0,11.0,5,3,0.6,1,paper,0.0,1,0,1
59,13,120,122.0,2.0,-11.0,6,4,0.667,1,mobile_app,0.08,5,1,1
68,59,90,92.0,2.0,1.0,6,5,0.833,1,paper,0.0,6,1,0
97,42,120,117.0,-3.0,4.0,4,4,1.0,1,paper,0.0,2,0,0
47,56,60,57.0,-3.0,-2.0,3,2,0.667,1,mobile_app,0.34,3,0,1
108,16,60,60.0,0.0,-2.0,5,4,0.8,1,paper,0.0,3,0,0
73,36,30,48.0,18.0,6.0,4,3,0.75,1,mobile_app,0.68,5,1,0
9,53,30,29.0,-1.0,-3.0,3,2,0.667,1,mobile_app,0.52,6,1,0
89,21,60,64.0,4.0,-8.0,2,1,0.5,1,mobile_app,0.17,3,0,1
69,39,60,55.0,-5.0,-1.0,4,3,0.75,1,mobile_app,0.07,5,1,0
47,41,60,43.0,-17.0,7.0,4,3,0.75,1,paper,0.0,6,1,1
57,50,60,57.0,-3.0,6.0,6,5,0.833,1,mobile_app,1.67,4,0,0
37,58,90,99.0,9.0,-0.0,6,6,1.0,1,mobile_app,0.28,5,1,0
74,37,60,64.0,4.0,-4.0,3,2,0.667,1,mobile_app,0.53,3,0,1
69,35,60,72.0,12.0,7.0,2,1,0.5,1,mobile_app,0.58,3,0,1
54,52,60,59.0,-1.0,-6.0,5,5,1.0,1,mobile_app,0.58,6,1,0
35,41,90,75.0,-15.0,1.0,4,3,0.75,1,paper,0.0,2,0,0
48,22,60,49.0,-11.0,-0.0,2,1,0.5,1,mobile_app,0.34,1,0,0
60,38,90,93.0,3.0,7.0,5,3,0.6,1,mobile_app,0.34,5,1,1
57,33,30,32.0,2.0,9.0,3,2,0.667,1,mobile_app,0.37,4,0,0
38,14,60,60.0,0.0,-9.0,2,1,0.5,1,paper,0.0,3,0,1
70,31,120,116.0,-4.0,1.0,5,4,0.8,1,mobile_app,1.1,2,0,0
28,37,30,37.0,7.0,-3.0,5,4,0.8,0,mobile_app,1.01,5,1,1
61,54,60,58.0,-2.0,-1.0,5,4,0.8,1,mobile_app,0.03,3,0,0
15,35,30,32.0,2.0,4.0,3,2,0.667,1,mobile_app,0.12,4,0,1
57,10,30,32.0,2.0,-3.0,4,3,0.75,1,mobile_app,1.32,0,0,1
95,59,60,59.0,-1.0,1.0,4,3,0.75,1,mobile_app,0.72,6,1,0
99,35,60,53.0,-7.0,6.0,6,3,0.5,1,mobile_app,0.45,5,1,0
84,17,60,55.0,-5.0,14.0,2,1,0.5,1,mobile_app,0.21,3,0,0
90,45,120,130.0,10.0,1.0,6,6,1.0,1,mobile_app,0.36,1,0,0
8,23,60,71.0,11.0,1.0,3,2,0.667,1,mobile_app,0.04,6,1,0
41,22,30,40.0,10.0,-9.0,5,4,0.8,1,mobile_app,0.88,3,0,1
79,50,90,87.0,-3.0,6.0,4,3,0.75,1,mobile_app,0.22,3,0,0
97,52,60,54.0,-6.0,2.0,3,2,0.667,1,mobile_app,1.58,6,1,1
70,31,120,129.0,9.0,1.0,3,2,0.667,1,mobile_app,0.49,6,1,1
103,23,60,69.0,9.0,1.0,3,2,0.667,1,mobile_app,0.55,1,0,0
33,51,90,91.0,1.0,1.0,5,5,1.0,0,mobile_app,0.25,4,0,1
19,11,120,115.0,-5.0,8.0,5,4,0.8,1,mobile_app,0.43,2,0,0
11,45,60,52.0,-8.0,4.0,5,4,0.8,1,mobile_app,0.51,0,0,1
70,35,90,96.0,6.0,10.0,5,4,0.8,1,paper,0.0,2,0,0
80,51,90,95.0,5.0,1.0,2,1,0.5,1,paper,0.0,1,0,0
35,25,90,84.0,-6.0,14.0,3,2,0.667,1,mobile_app,0.2,3,0,1
95,50,60,57.0,-3.0,4.0,3,2,0.667,1,paper,0.0,3,0,0
89,1,60,78.0,18.0,-1.0,3,2,0.667,0,mobile_app,0.77,1,0,1
44,45,30,27.0,-3.0,-8.0,3,2,0.667,1,mobile_app,0.93,3,0,0
29,5,120,144.0,24.0,1.0,2,1,0.5,1,mobile_app,0.74,5,1,1
90,38,30,29.0,-1.0,9.0,6,3,0.5,1,paper,0.0,4,0,1
81,12,30,25.0,-5.0,-8.0,2,1,0.5,0,mobile_app,0.72,4,0,1
21,57,120,120.0,0.0,0.0,4,3,0.75,1,mobile_app,0.36,0,0,0
31,46,60,58.0,-2.0,1.0,4,3,0.75,1,paper,0.0,0,0,0
59,7,60,75.0,15.0,10.0,5,4,0.8,1,paper,0.0,4,0,0
62,53,60,63.0,3.0,-1.0,6,5,0.833,1,paper,0.0,3,0,0
20,15,90,102.0,12.0,-8.0,5,4,0.8,1,mobile_app,0.71,4,0,0
114,33,60,61.0,1.0,4.0,5,4,0.8,0,mobile_app,0.54,2,0,1
47,6,60,54.0,-6.0,-8.0,3,2,0.667,1,mobile_app,0.18,0,0,1
46,7,60,60.0,0.0,-20.0,6,5,0.833,1,mobile_app,0.02,2,0,0
8,15,60,55.0,-5.0,17.0,2,1,0.5,1,mobile_app,0.99,4,0,1
106,32,60,72.0,12.0,6.0,5,4,0.8,1,paper,0.0,6,1,0
29,33,30,38.0,8.0,12.0,2,1,0.5,1,mobile_app,0.29,3,0,0
119,51,90,90.0,0.0,3.0,3,2,0.667,1,mobile_app,0.8,2,0,0
60,10,60,49.0,-11.0,7.0,6,5,0.833,1,mobile_app,0.35,2,0,0
105,45,60,68.0,8.0,2.0,5,4,0.8,1,mobile_app,0.0,0,0,0
22,1,60,62.0,2.0,-2.0,5,4,0.8,0,paper,0.0,1,0,1
20,18,60,59.0,-1.0,5.0,6,5,0.833,1,mobile_app,0.23,2,0,0
97,11,90,109.0,19.0,-6.0,3,2,0.667,1,paper,0.0,4,0,0
99,8,60,53.0,-7.0,-11.0,5,4,0.8,1,mobile_app,0.18,4,0,0
66,35,120,118.0,-2.0,-2.0,3,2,0.667,1,mobile_app,0.88,2,0,0
4,54,90,89.0,-1.0,4.0,4,3,0.75,1,mobile_app,0.07,3,0,0
114,40,90,82.0,-8.0,-7.0,4,3,0.75,1,mobile_app,0.37,1,0,0
48,51,90,91.0,1.0,-4.0,5,4,0.8,1,paper,0.0,0,0,0
113,35,30,24.0,-6.0,4.0,2,1,0.5,1,mobile_app,0.09,2,0,1
105,4,120,112.0,-8.0,-5.0,2,1,0.5,1,mobile_app,0.46,1,0,1
103,21,90,83.0,-7.0,4.0,2,1,0.5,0,paper,0.0,3,0,1
83,49,60,57.0,-3.0,4.0,3,2,0.667,1,mobile_app,0.25,5,1,0
81,3,60,48.0,-12.0,5.0,4,3,0.75,1,mobile_app,0.42,1,0,0
64,6,60,63.0,3.0,-7.0,2,1,0.5,1,paper,0.0,0,0,1
3,50,90,89.0,-1.0,5.0,6,5,0.833,1,paper,0.0,0,0,0
47,4,60,61.0,1.0,8.0,4,2,0.5,1,mobile_app,1.38,1,0,1
88,57,90,98.0,8.0,0.0,3,2,0.667,1,mobile_app,1.03,1,0,0
98,45,60,59.0,-1.0,-0.0,6,5,0.833,1,mobile_app,0.38,6,1,0
68,40,60,64.0,4.0,2.0,2,1,0.5,1,paper,0.0,1,0,0
86,32,60,66.0,6.0,-2.0,2,1,0.5,1,mobile_app,0.1,4,0,1
3,6,60,59.0,-1.0,-18.0,3,1,0.333,1,paper,0.0,4,0,1
57,25,30,33.0,3.0,6.0,2,1,0.5,0,paper,0.0,1,0,1
61,48,90,90.0,0.0,3.0,5,4,0.8,1,paper,0.0,1,0,0
108,54,60,61.0,1.0,-7.0,5,5,1.0,1,mobile_app,0.98,1,0,0
38,27,120,115.0,-5.0,4.0,3,2,0.667,1,mobile_app,0.87,6,1,0
28,50,90,88.0,-2.0,6.0,6,5,0.833,1,mobile_app,0.26,2,0,0
43,46,90,90.0,0.0,-5.0,2,2,1.0,1,mobile_app,0.83,0,0,0
21,4,60,33.0,-27.0,-1.0,4,3,0.75,1,mobile_app,0.32,4,0,0
68,37,90,100.0,10.0,-1.0,5,4,0.8,1,mobile_app,0.37,3,0,1
78,37,120,135.0,15.0,10.0,3,2,0.667,1,mobile_app,0.25,1,0,1
97,33,90,91.0,1.0,7.0,6,4,0.667,1,mobile_app,0.37,1,0,0
117,46,30,33.0,3.0,-4.0,4,3,0.75,1,mobile_app,0.17,5,1,0
9,53,90,94.0,4.0,1.0,6,5,0.833,1,mobile_app,1.07,2,0,0
30,33,30,20.0,-10.0,15.0,5,3,0.6,1,mobile_app,0.86,0,0,0
37,19,30,40.0,10.0,-6.0,3,2,0.667,1,mobile_app,0.67,5,1,1
30,58,90,88.0,-2.0,-0.0,6,4,0.667,1,mobile_app,0.48,1,0,0
100,57,90,98.0,8.0,2.0,2,1,0.5,1,mobile_app,0.06,6,1,1
17,41,60,59.0,-1.0,-3.0,2,1,0.5,1,mobile_app,0.1,4,0,1
4,38,30,36.0,6.0,10.0,5,4,0.8,1,mobile_app,0.21,3,0,0
104,7,120,118.0,-2.0,-5.0,6,4,0.667,1,mobile_app,0.59,4,0,0
116,24,30,51.0,21.0,-11.0,3,2,0.667,1,paper,0.0,1,0,1
28,12,30,24.0,-6.0,-5.0,5,4,0.8,1,paper,0.0,4,0,0
40,31,90,100.0,10.0,4.0,5,4,0.8,1,mobile_app,0.75,1,0,0
61,49,90,93.0,3.0,-3.0,5,4,0.8,1,mobile_app,0.66,1,0,0
64,14,60,65.0,5.0,3.0,6,4,0.667,1,paper,0.0,4,0,1
119,59,60,61.0,1.0,2.0,2,2,1.0,1,mobile_app,0.17,2,0,0
49,8,60,51.0,-9.0,-13.0,2,1,0.5,1,mobile_app,0.3,6,1,0
2,6,60,26.0,-34.0,-6.0,6,4,0.667,0,mobile_app,0.43,0,0,1
51,58,90,94.0,4.0,1.0,4,2,0.5,1,paper,0.0,0,0,0
67,6,90,84.0,-6.0,8.0,4,3,0.75,0,mobile_app,0.2,0,0,1
